"COUNTRY","Country","WEEK","Week number","GENDER","Gender","AGE","Age","VARIABLE","Variable","YEAR","Year","Value","Flag Codes","Flags"
"CHE","Switzerland","20","20","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",37,,
"CHE","Switzerland","20","20","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",12,,
"CHE","Switzerland","20","20","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",4,,
"GBR","United Kingdom","49","49","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2020","2020",2868,,
"GBR","United Kingdom","49","49","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2021","2021",713,,
"GBR","United Kingdom","49","49","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2022","2022",352,,
"GBR","United Kingdom","49","49","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2023","2023",187,,
"GBR","United Kingdom","50","50","MALE","Males","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2020","2020",1489,,
"GBR","United Kingdom","50","50","MALE","Males","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2021","2021",363,,
"GBR","United Kingdom","50","50","MALE","Males","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2022","2022",205,,
"GBR","United Kingdom","50","50","MALE","Males","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2023","2023",140,,
"ISR","Israel","44","44","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",16.7,,
"ISR","Israel","44","44","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",2.4,,
"ISR","Israel","44","44","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",1.7,,
"ISR","Israel","44","44","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",0,,
"EST","Estonia","49","49","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",4.7,,
"EST","Estonia","49","49","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",10,,
"EST","Estonia","49","49","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",4,,
"FIN","Finland","20","20","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",2.1,,
"FIN","Finland","20","20","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",1.1,,
"FIN","Finland","20","20","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",8.5,,
"FIN","Finland","20","20","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",8.3,,
"DNK","Denmark","14","14","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",10.6,,
"DNK","Denmark","14","14","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0,,
"DNK","Denmark","14","14","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0,,
"DNK","Denmark","14","14","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",3.6,,
"PRT","Portugal","21","21","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",68,,
"PRT","Portugal","21","21","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",7,,
"PRT","Portugal","21","21","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",231,,
"PRT","Portugal","21","21","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",36,,
"SWE","Sweden","37","37","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",13,,
"SWE","Sweden","37","37","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",51,,
"SWE","Sweden","37","37","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",101,,
"SWE","Sweden","37","37","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",41,,
"GBR","United Kingdom","26","26","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2020","2020",592,,
"GBR","United Kingdom","26","26","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2021","2021",93,,
"GBR","United Kingdom","26","26","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2022","2022",359,,
"GBR","United Kingdom","26","26","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2023","2023",128,,
"EST","Estonia","5","5","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",42,,
"EST","Estonia","5","5","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",32,,
"EST","Estonia","5","5","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",7,,
"PRT","Portugal","42","42","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",4.8,,
"PRT","Portugal","42","42","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",1.9,,
"PRT","Portugal","42","42","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",2.4,,
"PRT","Portugal","42","42","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",2,,
"CHL","Chile","42","42","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",316,,
"CHL","Chile","42","42","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",65,,
"CHL","Chile","42","42","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",123,,
"CHL","Chile","42","42","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",52,,
"SWE","Sweden","1","1","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",27.9,,
"SWE","Sweden","1","1","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",6.4,,
"SWE","Sweden","1","1","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",16.8,,
"LTU","Lithuania","37","37","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",1,,
"LTU","Lithuania","37","37","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",125,,
"LTU","Lithuania","37","37","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",4,,
"LTU","Lithuania","37","37","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",0,,
"CHL","Chile","19","19","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",57,,
"CHL","Chile","19","19","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",633,,
"CHL","Chile","19","19","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",85,,
"CHL","Chile","19","19","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",24,,
"GBR","United Kingdom","38","38","FEMALE","Females","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2020","2020",66,,
"GBR","United Kingdom","38","38","FEMALE","Females","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2021","2021",398,,
"GBR","United Kingdom","38","38","FEMALE","Females","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2022","2022",109,,
"GBR","United Kingdom","38","38","FEMALE","Females","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2023","2023",100,,
"GRC","Greece","52","52","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",14.6,,
"GRC","Greece","52","52","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",15.2,,
"GRC","Greece","52","52","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",5.1,,
"GBR","United Kingdom","53","53","MALE","Males","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2020","2020",1630,,
"AUS","Australia","32","32","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",3.1,,
"AUS","Australia","32","32","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0.8,,
"AUS","Australia","32","32","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",12.8,,
"AUS","Australia","32","32","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",0,,
"GBR","United Kingdom","31","31","MALE","Males","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2020","2020",1,,
"GBR","United Kingdom","31","31","MALE","Males","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2021","2021",29,,
"GBR","United Kingdom","31","31","MALE","Males","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2022","2022",7,,
"GBR","United Kingdom","31","31","MALE","Males","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2023","2023",2,,
"CAN","Canada","14","14","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",152,,
"CAN","Canada","14","14","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",209,,
"CAN","Canada","14","14","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",306,,
"CAN","Canada","14","14","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",147,,
"EST","Estonia","8","8","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",57,,
"EST","Estonia","8","8","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",64,,
"EST","Estonia","8","8","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",6,,
"NLD","Netherlands","30","30","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0.3,,
"NLD","Netherlands","30","30","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",1.2,,
"NLD","Netherlands","30","30","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",1,,
"DEU","Germany","41","41","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",247,,
"DEU","Germany","41","41","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",581,,
"DEU","Germany","41","41","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",1560,,
"FRA","France","52","52","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",3120,,
"FRA","France","52","52","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",1336,,
"FRA","France","52","52","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",815,,
"USA","United States","22","22","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",10.3,,
"USA","United States","22","22","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",4.1,,
"USA","United States","22","22","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",3.5,,
"USA","United States","22","22","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",1.2,,
"GRC","Greece","11","11","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",4,,
"GRC","Greece","11","11","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",392,,
"GRC","Greece","11","11","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",367,,
"GRC","Greece","11","11","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",77,,
"GBR","United Kingdom","52","52","MALE","Males","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2020","2020",145,,
"GBR","United Kingdom","52","52","MALE","Males","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2021","2021",87,,
"GBR","United Kingdom","52","52","MALE","Males","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2023","2023",9,,
"ITA","Italy","49","49","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",4846,,
"ITA","Italy","49","49","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",755,,
"ITA","Italy","49","49","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",860,,
"ITA","Italy","13","13","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",25.5,,
"ITA","Italy","13","13","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",19.6,,
"ITA","Italy","13","13","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",8.1,,
"ITA","Italy","13","13","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",1.6,,
"ISL","Iceland","18","18","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"ISL","Iceland","18","18","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0,,
"ISL","Iceland","18","18","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",2,,
"DEU","Germany","35","35","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",18,,
"DEU","Germany","35","35","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",432,,
"DEU","Germany","35","35","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",351,,
"LUX","Luxembourg","35","35","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"LUX","Luxembourg","35","35","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",2.4,,
"LUX","Luxembourg","35","35","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",2.9,,
"LVA","Latvia","36","36","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",1,,
"LVA","Latvia","36","36","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",32,,
"LVA","Latvia","36","36","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",13,,
"LVA","Latvia","36","36","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",1,,
"DEU","Germany","5","5","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"DEU","Germany","5","5","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",10.4,,
"DEU","Germany","5","5","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",7.3,,
"DEU","Germany","5","5","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",1.6,,
"USA","United States","52","52","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",23399,,
"USA","United States","52","52","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",11700,,
"USA","United States","52","52","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",3667,,
"USA","United States","52","52","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",1980,,
"GBR","United Kingdom","29","29","MALE","Males","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2020","2020",18,,
"GBR","United Kingdom","29","29","MALE","Males","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2021","2021",51,,
"GBR","United Kingdom","29","29","MALE","Males","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2022","2022",46,,
"GBR","United Kingdom","29","29","MALE","Males","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2023","2023",6,,
"BEL","Belgium","31","31","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",21,,
"BEL","Belgium","31","31","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",23,,
"BEL","Belgium","31","31","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",61,,
"JPN","Japan","45","45","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",46,,
"JPN","Japan","45","45","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",17,,
"JPN","Japan","45","45","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",576,,
"JPN","Japan","45","45","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",0,,
"GBR","United Kingdom","14","14","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2020","2020",161,,
"GBR","United Kingdom","14","14","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2021","2021",30,,
"GBR","United Kingdom","14","14","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2022","2022",28,,
"GBR","United Kingdom","14","14","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2023","2023",17,,
"GBR","United Kingdom","37","37","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2020","2020",4,,
"GBR","United Kingdom","37","37","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2021","2021",73,,
"GBR","United Kingdom","37","37","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2022","2022",11,,
"GBR","United Kingdom","37","37","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2023","2023",12,,
"POL","Poland","22","22","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",68,,
"POL","Poland","22","22","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",418,,
"POL","Poland","22","22","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",36,,
"POL","Poland","22","22","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",8,,
"AUT","Austria","48","48","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",858,,
"AUT","Austria","48","48","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",480,,
"AUT","Austria","48","48","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",53,,
"NOR","Norway","16","16","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",26,,
"NOR","Norway","16","16","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",6,,
"NOR","Norway","16","16","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",4,,
"HUN","Hungary","35","35","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0.2,,
"HUN","Hungary","35","35","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0.7,,
"HUN","Hungary","35","35","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",2.3,,
"NZL","New Zealand","10","10","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"NZL","New Zealand","10","10","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0,,
"NZL","New Zealand","10","10","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",5.1,,
"NZL","New Zealand","10","10","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",1.8,,
"AUT","Austria","12","12","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",1.6,,
"AUT","Austria","12","12","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",13.1,,
"AUT","Austria","12","12","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",14.5,,
"AUT","Austria","12","12","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",2.8,,
"DNK","Denmark","40","40","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",1,,
"DNK","Denmark","40","40","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0,,
"DNK","Denmark","40","40","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0,,
"DNK","Denmark","40","40","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",1.8,,
"GBR","United Kingdom","32","32","MALE","Males","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2020","2020",10,,
"GBR","United Kingdom","32","32","MALE","Males","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2021","2021",91,,
"GBR","United Kingdom","32","32","MALE","Males","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2022","2022",28,,
"GBR","United Kingdom","32","32","MALE","Males","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2023","2023",7,,
"GBR","United Kingdom","3","3","FEMALE","Females","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2020","2020",0,,
"GBR","United Kingdom","3","3","FEMALE","Females","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2021","2021",30,,
"GBR","United Kingdom","3","3","FEMALE","Females","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2022","2022",16,,
"GBR","United Kingdom","3","3","FEMALE","Females","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2023","2023",7,,
"GBR","United Kingdom","52","52","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2020","2020",2921,,
"GBR","United Kingdom","52","52","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2021","2021",468,,
"GBR","United Kingdom","52","52","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2023","2023",202,,
"ITA","Italy","23","23","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",444,,
"ITA","Italy","23","23","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",296,,
"ITA","Italy","23","23","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",419,,
"ITA","Italy","23","23","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",67,,
"SVK","Slovak Republic","28","28","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"SVK","Slovak Republic","28","28","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0.1,,
"SVK","Slovak Republic","28","28","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.9,,
"SVK","Slovak Republic","28","28","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",0,,
"KOR","Korea","28","28","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",6,,
"KOR","Korea","28","28","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",14,,
"KOR","Korea","28","28","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",97,,
"KOR","Korea","28","28","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",88,,
"GBR","United Kingdom","17","17","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2020","2020",288,,
"GBR","United Kingdom","17","17","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2021","2021",13,,
"GBR","United Kingdom","17","17","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2022","2022",30,,
"GBR","United Kingdom","17","17","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2023","2023",16,,
"JPN","Japan","22","22","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",71,,
"JPN","Japan","22","22","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",607,,
"JPN","Japan","22","22","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",215,,
"JPN","Japan","22","22","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",0,,
"FIN","Finland","23","23","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0.3,,
"FIN","Finland","23","23","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0.5,,
"FIN","Finland","23","23","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",5.3,,
"FIN","Finland","23","23","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",4.3,,
"LUX","Luxembourg","11","11","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",3,,
