"COUNTRY","Country","WEEK","Week number","GENDER","Gender","AGE","Age","VARIABLE","Variable","YEAR","Year","Value","Flag Codes","Flags"
"NLD","Netherlands","36","36","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.5,,
"ITA","Italy","32","32","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",48,,
"ITA","Italy","32","32","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",241,,
"ITA","Italy","32","32","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",905,,
"ITA","Italy","32","32","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",41,,
"GBR","United Kingdom","39","39","FEMALE","Females","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2020","2020",79,,
"GBR","United Kingdom","39","39","FEMALE","Females","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2021","2021",339,,
"GBR","United Kingdom","39","39","FEMALE","Females","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2022","2022",136,,
"GBR","United Kingdom","39","39","FEMALE","Females","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2023","2023",110,,
"GBR","United Kingdom","16","16","FEMALE","Females","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2020","2020",3664,,
"GBR","United Kingdom","16","16","FEMALE","Females","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2021","2021",93,,
"GBR","United Kingdom","16","16","FEMALE","Females","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2022","2022",531,,
"GBR","United Kingdom","16","16","FEMALE","Females","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2023","2023",242,,
"FIN","Finland","6","6","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",1.6,,
"FIN","Finland","6","6","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",10.8,,
"FIN","Finland","6","6","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",2.6,,
"GBR","United Kingdom","37","37","TOTAL","Total","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2020","2020",9,,
"GBR","United Kingdom","37","37","TOTAL","Total","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2021","2021",174,,
"GBR","United Kingdom","37","37","TOTAL","Total","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2022","2022",29,,
"GBR","United Kingdom","37","37","TOTAL","Total","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2023","2023",24,,
"SWE","Sweden","43","43","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",43,,
"SWE","Sweden","43","43","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",30,,
"SWE","Sweden","43","43","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",85,,
"SWE","Sweden","43","43","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",87,,
"DEU","Germany","14","14","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",11,,
"DEU","Germany","14","14","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",8.4,,
"DEU","Germany","14","14","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",6.2,,
"DEU","Germany","14","14","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",1.4,,
"SVK","Slovak Republic","34","34","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0.3,,
"SVK","Slovak Republic","34","34","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0.2,,
"SVK","Slovak Republic","34","34","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",1.6,,
"SVK","Slovak Republic","34","34","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",0,,
"GBR","United Kingdom","32","32","MALE","Males","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2020","2020",1,,
"GBR","United Kingdom","32","32","MALE","Males","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2021","2021",18,,
"GBR","United Kingdom","32","32","MALE","Males","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2022","2022",3,,
"GBR","United Kingdom","32","32","MALE","Males","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2023","2023",0,,
"ISL","Iceland","33","33","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"ISL","Iceland","33","33","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0,,
"LTU","Lithuania","16","16","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",1.4,,
"LTU","Lithuania","16","16","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",8.9,,
"LTU","Lithuania","16","16","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.9,,
"LTU","Lithuania","16","16","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",0.3,,
"ISR","Israel","50","50","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",8.3,,
"ISR","Israel","50","50","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",1.3,,
"ISR","Israel","50","50","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",3.9,,
"ISR","Israel","50","50","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",0,,
"GBR","United Kingdom","19","19","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",30.7,,
"GBR","United Kingdom","19","19","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",1.4,,
"GBR","United Kingdom","19","19","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",5.8,,
"GBR","United Kingdom","19","19","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",3,,
"GBR","United Kingdom","14","14","TOTAL","Total","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2020","2020",445,,
"GBR","United Kingdom","14","14","TOTAL","Total","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2021","2021",79,,
"GBR","United Kingdom","14","14","TOTAL","Total","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2022","2022",67,,
"GBR","United Kingdom","14","14","TOTAL","Total","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2023","2023",37,,
"SWE","Sweden","23","23","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",246,,
"SWE","Sweden","23","23","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",22,,
"SWE","Sweden","23","23","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",28,,
"SWE","Sweden","23","23","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",44,,
"ESP","Spain","17","17","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",22.8,,
"ESP","Spain","17","17","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",5.8,,
"ESP","Spain","17","17","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",4.9,,
"ESP","Spain","17","17","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",1.6,,
"TUR","Türkiye","15","15","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",600,,
"TUR","Türkiye","15","15","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",1906,,
"TUR","Türkiye","15","15","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",190,,
"TUR","Türkiye","15","15","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",0,,
"EST","Estonia","17","17","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",9,,
"EST","Estonia","17","17","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",26,,
"EST","Estonia","17","17","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",9,,
"EST","Estonia","17","17","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",9,,
"GBR","United Kingdom","42","42","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",6.4,,
"GBR","United Kingdom","42","42","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",7.5,,
"GBR","United Kingdom","42","42","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",5.5,,
"GBR","United Kingdom","42","42","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",2.9,,
"CHE","Switzerland","6","6","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",0,,
"CHE","Switzerland","6","6","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",126,,
"CHE","Switzerland","6","6","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",106,,
"CHE","Switzerland","6","6","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",5,,
"ISL","Iceland","30","30","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"ISL","Iceland","30","30","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0,,
"IRL","Ireland","49","49","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",36,,
"IRL","Ireland","49","49","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",56,,
"IRL","Ireland","49","49","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",26,,
"CHL","Chile","28","28","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",689,,
"CHL","Chile","28","28","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",636,,
"CHL","Chile","28","28","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",252,,
"CHL","Chile","28","28","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",8,,
"NOR","Norway","19","19","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",3,,
"NOR","Norway","19","19","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",5,,
"NOR","Norway","19","19","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",12,,
"AUS","Australia","15","15","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0.8,,
"AUS","Australia","15","15","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0.1,,
"AUS","Australia","15","15","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",7.4,,
"AUS","Australia","15","15","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",3.8,,
"SVN","Slovenia","51","51","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",298,,
"SVN","Slovenia","51","51","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",61,,
"SVN","Slovenia","51","51","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",75,,
"GBR","United Kingdom","34","34","TOTAL","Total","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2020","2020",2,,
"GBR","United Kingdom","34","34","TOTAL","Total","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2021","2021",34,,
"GBR","United Kingdom","34","34","TOTAL","Total","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2022","2022",4,,
"GBR","United Kingdom","34","34","TOTAL","Total","Y0T44","0 to 44","COVIDNB","COVID-19 deaths (number)","2023","2023",2,,
"CHE","Switzerland","32","32","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",5,,
"CHE","Switzerland","32","32","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",14,,
"CHE","Switzerland","32","32","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",19,,
"CHE","Switzerland","32","32","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",3,,
"EST","Estonia","38","38","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"EST","Estonia","38","38","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",6.4,,
"EST","Estonia","38","38","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",4.5,,
"EST","Estonia","38","38","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",0.4,,
"FIN","Finland","42","42","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",4,,
"FIN","Finland","42","42","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",28,,
"FIN","Finland","42","42","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",182,,
"JPN","Japan","31","31","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",15,,
"JPN","Japan","31","31","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",83,,
"JPN","Japan","31","31","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",1131,,
"JPN","Japan","31","31","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",0,,
"GRC","Greece","14","14","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",35,,
"GRC","Greece","14","14","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",517,,
"GRC","Greece","14","14","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",456,,
"GRC","Greece","14","14","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",49,,
"NLD","Netherlands","13","13","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",17.9,,
"NLD","Netherlands","13","13","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",4.7,,
"NLD","Netherlands","13","13","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",2.3,,
"SWE","Sweden","49","49","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",476,,
"SWE","Sweden","49","49","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",38,,
"SWE","Sweden","49","49","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",167,,
"AUS","Australia","38","38","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",1.2,,
"AUS","Australia","38","38","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",2.8,,
"AUS","Australia","38","38","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",4,,
"AUS","Australia","38","38","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",1.1,,
"LVA","Latvia","42","42","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",4,,
"LVA","Latvia","42","42","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",208,,
"LVA","Latvia","42","42","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",18,,
"LVA","Latvia","42","42","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",6,,
"CZE","Czechia","43","43","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",24.7,,
"CZE","Czechia","43","43","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",6.5,,
"CZE","Czechia","43","43","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",3.2,,
"CZE","Czechia","43","43","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",0.8,,
"DEU","Germany","50","50","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",5762,,
"DEU","Germany","50","50","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",1994,,
"DEU","Germany","50","50","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",1139,,
"ISR","Israel","3","3","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",0,,
"ISR","Israel","3","3","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",366,,
"ISR","Israel","3","3","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",193,,
"ISR","Israel","3","3","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",36,,
"BEL","Belgium","37","37","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",17,,
"BEL","Belgium","37","37","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",39,,
"BEL","Belgium","37","37","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",33,,
"KOR","Korea","14","14","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",31,,
"KOR","Korea","14","14","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",24,,
"KOR","Korea","14","14","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",2226,,
"KOR","Korea","14","14","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",51,,
"DNK","Denmark","26","26","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0.1,,
"DNK","Denmark","26","26","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0,,
"DNK","Denmark","26","26","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0,,
"ESP","Spain","53","53","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",1287,,
"COL","Colombia","26","26","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",766,,
"COL","Colombia","26","26","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",4402,,
"COL","Colombia","26","26","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",100,,
"COL","Colombia","26","26","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",0,,
"TUR","Türkiye","21","21","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",212,,
"TUR","Türkiye","21","21","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",1200,,
"TUR","Türkiye","21","21","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",30,,
"TUR","Türkiye","21","21","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",0,,
"POL","Poland","11","11","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",3,,
"POL","Poland","11","11","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",2144,,
"POL","Poland","11","11","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",777,,
"POL","Poland","11","11","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",106,,
"CZE","Czechia","19","19","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",26,,
"CZE","Czechia","19","19","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",168,,
"CZE","Czechia","19","19","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",23,,
"CZE","Czechia","19","19","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",9,,
"GRC","Greece","23","23","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",3,,
"GRC","Greece","23","23","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",137,,
"GRC","Greece","23","23","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",99,,
"GRC","Greece","23","23","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",39,,
"GBR","United Kingdom","26","26","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2020","2020",19,,
"GBR","United Kingdom","26","26","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2021","2021",13,,
"GBR","United Kingdom","26","26","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2022","2022",21,,
"GBR","United Kingdom","26","26","FEMALE","Females","Y45T64","45 to 64","COVIDNB","COVID-19 deaths (number)","2023","2023",6,,
"DEU","Germany","53","53","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",5744,,
"DEU","Germany","17","17","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",3.9,,
"DEU","Germany","17","17","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",6.7,,
"DEU","Germany","17","17","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",3.5,,
"DEU","Germany","17","17","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",0.8,,
"ISL","Iceland","36","36","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"ISL","Iceland","36","36","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",0,,
"TUR","Türkiye","44","44","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",525,,
"TUR","Türkiye","44","44","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",1517,,
"TUR","Türkiye","44","44","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",30,,
"TUR","Türkiye","44","44","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",0,,
"GBR","United Kingdom","27","27","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2020","2020",511,,
"GBR","United Kingdom","27","27","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2021","2021",158,,
"GBR","United Kingdom","27","27","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2022","2022",471,,
"GBR","United Kingdom","27","27","TOTAL","Total","Y_GE65","65 and over","COVIDNB","COVID-19 deaths (number)","2023","2023",101,,
"GRC","Greece","46","46","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",342,,
"GRC","Greece","46","46","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",583,,
"GRC","Greece","46","46","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",166,,
"GRC","Greece","46","46","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",28,,
"DNK","Denmark","8","8","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",0,,
"DNK","Denmark","8","8","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2021","2021",0,,
"DNK","Denmark","8","8","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2022","2022",0,,
"DNK","Denmark","8","8","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2023","2023",20,,
"CHE","Switzerland","2","2","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"CHE","Switzerland","2","2","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",22.2,,
"CHE","Switzerland","2","2","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",6.3,,
"CHE","Switzerland","2","2","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",0.9,,
"AUS","Australia","44","44","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"AUS","Australia","44","44","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",2.9,,
"AUS","Australia","44","44","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",3.3,,
"MEX","Mexico","9","9","TOTAL","Total","TOTAL","Total","COVIDNB","COVID-19 deaths (number)","2020","2020",0,,
